date,total_cases,new_cases,normalized_new_cases,new_cases_smoothed,total_deaths,new_deaths,normalized_new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
20200122,1,,0,,,,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200123,1,0,0,,,,,,0.003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200124,2,1,3.32821E-06,,,,,,0.006,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200125,2,0,0,,,,,,0.006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200126,5,3,9.98462E-06,,,,,,0.015,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,0.75
20200127,5,0,0,,,,,,0.015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200128,5,0,0,0.571,,,,0,0.015,0,0.002,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200129,6,1,3.32821E-06,0.714,,,,0,0.018,0.003,0.002,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200130,6,0,0,0.714,,,,0,0.018,0,0.002,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200131,8,2,6.65642E-06,0.857,,,,0,0.024,0.006,0.003,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200201,8,0,0,0.857,,,,0,0.024,0,0.003,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200202,8,0,0,0.429,,,,0,0.024,0,0.001,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,1.32
20200203,11,3,9.98462E-06,0.857,,,,0,0.033,0.009,0.003,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200204,11,0,0,0.857,,,,0,0.033,0,0.003,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200205,11,0,0,0.714,,,,0,0.033,0,0.002,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200206,12,1,3.32821E-06,0.857,,,,0,0.036,0.003,0.003,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200207,12,0,0,0.571,,,,0,0.036,0,0.002,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200208,12,0,0,0.571,,,,0,0.036,0,0.002,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200209,12,0,0,0.571,,,,0,0.036,0,0.002,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,1.94
20200210,12,0,0,0.143,,,,0,0.036,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200211,13,1,3.32821E-06,0.286,,,,0,0.039,0.003,0.001,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200212,13,0,0,0.286,,,,0,0.039,0,0.001,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200213,14,1,3.32821E-06,0.286,,,,0,0.042,0.003,0.001,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200214,14,0,0,0.286,,,,0,0.042,0,0.001,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200215,14,0,0,0.286,,,,0,0.042,0,0.001,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200216,14,0,0,0.286,,,,0,0.042,0,0.001,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,1.7
20200217,14,0,0,0.286,,,,0,0.042,0,0.001,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200218,14,0,0,0.143,,,,0,0.042,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200219,14,0,0,0.143,,,,0,0.042,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200220,14,0,0,0,,,,0,0.042,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200221,16,2,6.65642E-06,0.286,,,,0,0.048,0.006,0.001,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200222,16,0,0,0.286,,,,0,0.048,0,0.001,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200223,16,0,0,0.286,,,,0,0.048,0,0.001,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,3.01
20200224,16,0,0,0.286,,,,0,0.048,0,0.001,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200225,16,0,0,0.286,,,,0,0.048,0,0.001,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200226,16,0,0,0.286,,,,0,0.048,0,0.001,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200227,17,1,3.32821E-06,0.429,,,,0,0.051,0.003,0.001,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200228,17,0,0,0.143,,,,0,0.051,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200229,25,8,2.66257E-05,1.286,1,1,0.000223364,0.143,0.076,0.024,0.004,0.003,0.003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200301,32,7,2.32975E-05,2.286,1,0,0,0.143,0.097,0.021,0.007,0.003,0,0,,,,,,,,,,347,347,0.001,0.001,,,,,tests performed,,,,,,,,,,8.33,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,4.34
20200302,55,23,7.65488E-05,5.571,6,5,0.001116819,0.857,0.166,0.069,0.017,0.018,0.015,0.003,,,,,,,,,,503,850,0.003,0.002,,,,,tests performed,,,,,,,,,,11.11,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200303,74,19,6.32359E-05,8.286,7,1,0.000223364,1,0.224,0.057,0.025,0.021,0.003,0.003,,,,,,,,,,604,1454,0.004,0.002,,,,,tests performed,,,,,,,,,,11.11,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200304,107,33,0.000109831,13,11,4,0.000893455,1.571,0.323,0.1,0.039,0.033,0.012,0.005,,,,,,,,,,857,2311,0.007,0.003,,,,,tests performed,,,,,,,,,,11.11,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200305,184,77,0.000256272,23.857,12,1,0.000223364,1.714,0.556,0.233,0.072,0.036,0.003,0.005,3.61,,,,,,,,,1190,3501,0.011,0.004,,,,,tests performed,,,,,,,,,,20.37,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200306,237,53,0.000176395,31.429,14,2,0.000446728,2,0.716,0.16,0.095,0.042,0.006,0.006,3.56,,,,,,,,,1487,4988,0.015,0.004,,,,,tests performed,,,,,,,,,,20.37,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200307,403,166,0.000552483,54,17,3,0.000670092,2.286,1.218,0.502,0.163,0.051,0.009,0.007,3.58,,,,,,,,,1763,6751,0.02,0.005,,,0.181,5.5,tests performed,,,,,,,,,,20.37,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200308,519,116,0.000386072,69.571,21,4,0.000893455,2.857,1.568,0.35,0.21,0.063,0.012,0.009,3.46,,,,,,,,,1604,8355,0.025,0.005,1144,0.003,0.187,5.3,tests performed,,,,,,,,,,20.37,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,4.37
20200309,594,75,0.000249616,77,22,1,0.000223364,2.286,1.795,0.227,0.233,0.066,0.003,0.007,3.31,,,,,,,,,2322,10677,0.032,0.007,1404,0.004,0.202,5,tests performed,,,,,,,,,,20.37,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200310,782,188,0.000625703,101.143,28,6,0.001340183,3,2.363,0.568,0.306,0.085,0.018,0.009,3.36,,,,,,,,,3349,14026,0.042,0.01,1796,0.005,0.212,4.7,tests performed,,,,,,,,,,20.37,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200311,1147,365,0.001214796,148.571,33,5,0.001116819,3.143,3.465,1.103,0.449,0.1,0.015,0.009,3.42,,,,,,,,,4686,18712,0.057,0.014,2343,0.007,0.208,4.8,tests performed,,,,,,,,,,21.76,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200312,1586,439,0.001461083,200.286,43,10,0.002233639,4.429,4.792,1.326,0.605,0.13,0.03,0.013,3.4,,,,,,,,,8794,27506,0.083,0.027,3429,0.01,0.185,5.4,tests performed,,,,,,,,,,30.09,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200313,2219,633,0.002106756,283.143,51,8,0.001786911,5.286,6.704,1.912,0.855,0.154,0.024,0.016,3.42,,,,,,,,,11675,39181,0.118,0.035,4885,0.015,0.164,6.1,tests performed,,,,,,,,,,30.09,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200314,2978,759,0.00252611,367.857,58,7,0.001563547,5.857,8.997,2.293,1.111,0.175,0.021,0.018,3.37,,,,,,,,,12988,52169,0.158,0.039,6488,0.02,0.158,6.3,tests performed,,,,,,,,,,35.65,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200315,3212,234,0.000778801,384.714,70,12,0.002680366,7,9.704,0.707,1.162,0.211,0.036,0.021,3.41,,,,,,,,,14422,66591,0.201,0.044,8319,0.025,0.166,6,tests performed,,,,,,,,,,41.2,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,4.31
20200316,4679,1467,0.004882481,583.571,97,27,0.006030824,10.714,14.136,4.432,1.763,0.293,0.082,0.032,3.62,,,,,,,,,27537,94128,0.284,0.083,11922,0.036,0.144,6.9,tests performed,,,,,,,,,,52.31,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200317,6512,1833,0.006100605,818.571,134,37,0.008264463,15.143,19.674,5.538,2.473,0.405,0.112,0.046,3.66,,,,,,,,,40185,134313,0.406,0.121,17184,0.052,0.129,7.8,tests performed,,,,,,,,,,55.09,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200318,9169,2657,0.008843048,1146,194,60,0.013401832,23,27.701,8.027,3.462,0.586,0.181,0.069,3.65,,,,,,,,,50835,185148,0.559,0.154,23777,0.072,0.124,8.1,tests performed,,,,,,,,,,55.09,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200319,13663,4494,0.014956966,1725.286,266,72,0.016082198,31.857,41.278,13.577,5.212,0.804,0.218,0.096,3.62,,,,,,,,,60731,245879,0.743,0.183,31196,0.094,0.122,8.2,tests performed,,,,,,,,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200320,20030,6367,0.0211907,2544.429,372,106,0.023676569,45.857,60.513,19.235,7.687,1.124,0.32,0.139,3.52,,,,,,,,,76363,322242,0.974,0.231,40437,0.122,0.118,8.5,tests performed,,,,,,,,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200321,26025,5995,0.019952606,3292.429,475,103,0.023006478,59.571,78.625,18.112,9.947,1.435,0.311,0.18,3.34,,,,,,,,,76449,398691,1.204,0.231,49503,0.15,0.121,8.3,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200322,34898,8873,0.029531189,4526.571,598,123,0.027473755,75.429,105.431,26.806,13.675,1.807,0.372,0.228,3.21,,,,,,,,,74431,473122,1.429,0.225,58076,0.175,0.123,8.1,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,5.94
20200323,46136,11238,0.0374024,5922.429,790,192,0.042885861,99,139.383,33.951,17.892,2.387,0.58,0.299,2.99,,,,,,,,,80434,553556,1.672,0.243,65633,0.198,0.128,7.8,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200324,56755,10619,0.03534224,7177.571,1033,243,0.054277418,128.429,171.464,32.081,21.684,3.121,0.734,0.388,2.75,,,,,,,,,104608,658164,1.988,0.316,74836,0.226,0.127,7.9,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200325,68837,12082,0.040211408,8524,1366,333,0.074380165,167.429,207.965,36.501,25.752,4.127,1.006,0.506,2.54,,,,,,,,,114775,772939,2.335,0.347,83970,0.254,0.128,7.8,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200326,86693,17856,0.05942848,10432.857,1785,419,0.093589457,217,261.91,53.945,31.519,5.393,1.266,0.656,2.41,,,,,,,,,129458,902397,2.726,0.391,93788,0.283,0.134,7.5,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200327,105383,18690,0.062204206,12193.286,2307,522,0.116595935,276.429,318.375,56.465,36.837,6.97,1.577,0.835,2.29,,,,,,,,,136197,1038594,3.138,0.411,102336,0.309,0.14,7.1,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200328,125013,19630,0.065332721,14141.143,2949,642,0.143399598,353.429,377.68,59.305,42.722,8.909,1.94,1.068,2.19,,,,,,,,,122009,1160603,3.506,0.369,108845,0.329,0.146,6.8,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200329,143912,18899,0.062899801,15573.429,3573,624,0.139379048,425,434.776,57.096,47.049,10.794,1.885,1.284,2.1,,,,,,,,,110157,1270760,3.839,0.333,113948,0.344,0.152,6.6,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,14.57
20200330,165987,22075,0.073470189,17121.571,4286,713,0.159258432,499.429,501.467,66.691,51.726,12.949,2.154,1.509,2.01,,,,,,,,,123593,1394353,4.213,0.373,120114,0.363,0.156,6.4,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200331,192301,26314,0.087578463,19363.714,5371,1085,0.242349788,619.714,580.965,79.498,58.5,16.226,3.278,1.872,1.92,,,,,,,,,142474,1536827,4.643,0.43,125523,0.379,0.162,6.2,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200401,224587,32286,0.10745452,22250,6654,1283,0.286575832,755.429,678.505,97.54,67.22,20.103,3.876,2.282,1.82,,,,,,,,,153572,1690399,5.107,0.464,131066,0.396,0.17,5.9,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200402,256809,32222,0.107241515,24302.286,8167,1513,0.33794952,911.714,775.852,97.347,73.42,24.674,4.571,2.754,1.71,,,,,,,,,162208,1852607,5.597,0.49,135744,0.41,0.176,5.7,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200403,289116,32307,0.107524412,26247.571,9599,1432,0.319857047,1041.714,873.455,97.603,79.297,29,4.326,3.147,1.62,,,,,,,,,169980,2022587,6.11,0.514,140570,0.425,0.181,5.5,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200404,321502,32386,0.107787341,28069.857,11166,1567,0.350011168,1173.857,971.297,97.842,84.803,33.734,4.734,3.546,1.56,,,,,,,,,148697,2171284,6.56,0.449,144383,0.436,0.188,5.3,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200405,351397,29895,0.099496775,29640.714,12781,1615,0.360732633,1315.429,1061.614,90.316,89.548,38.613,4.879,3.974,1.49,,,,,,,,,139554,2310838,6.981,0.422,148583,0.449,0.188,5.3,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,31.59
20200406,382787,31390,0.104472446,30971.429,14553,1772,0.395800759,1466.714,1156.447,94.833,93.569,43.966,5.353,4.431,1.41,,,,,,,,,143968,2454806,7.416,0.435,151493,0.458,0.204,4.9,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200407,413566,30779,0.102438911,31609.286,17127,2574,0.574938575,1679.429,1249.434,92.987,95.496,51.743,7.776,5.074,1.33,,,,,,,,,180415,2635221,7.961,0.545,156913,0.474,0.191,5.2,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200408,444801,31235,0.103956574,31459.143,19288,2161,0.482689301,1804.857,1343.799,94.365,95.042,58.271,6.529,5.453,1.25,,,,,,,,,169072,2804293,8.472,0.511,159128,0.481,0.192,5.2,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200409,480743,35942,0.119622448,31990.571,21497,2209,0.493410766,1904.286,1452.384,108.585,96.647,64.945,6.674,5.753,1.2,,,,,,,,,175010,2979303,9.001,0.529,160957,0.486,0.194,5.2,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200410,515146,34403,0.114500336,32290,23694,2197,0.4907304,2013.571,1556.32,103.936,97.552,71.583,6.637,6.083,1.15,,,,,,,,,172970,3152273,9.523,0.523,161384,0.488,0.194,5.2,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200411,544229,29083,0.09679427,31818.143,25819,2125,0.474648202,2093.286,1644.183,87.863,96.127,78.002,6.42,6.324,1.13,,,,,,,,,210706,3362979,10.16,0.637,170242,0.514,0.184,5.4,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200412,571485,27256,0.090713634,31441.143,27694,1875,0.418807237,2130.429,1726.527,82.344,94.988,83.667,5.665,6.436,1.1,,,,,,,,,111629,3474608,10.497,0.337,166253,0.502,0.189,5.3,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,45.19
20200413,598424,26939,0.089658592,30805.286,29709,2015,0.450078177,2165.143,1807.913,81.386,93.067,89.755,6.088,6.541,1.07,,,,,,,,,114185,3588793,10.842,0.345,161998,0.489,0.178,5.6,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200414,627242,28818,0.095912295,30525.143,32149,2440,0.545007818,2146,1894.976,87.063,92.22,97.126,7.372,6.483,1.04,,,,,,,,,162473,3751266,11.333,0.491,159435,0.482,0.19,5.3,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200415,652650,25408,0.084563106,29692.714,34761,2612,0.583426402,2210.429,1971.736,76.761,89.705,105.017,7.891,6.678,1.01,,,,,,,,,172149,3923415,11.853,0.52,159875,0.483,0.182,5.5,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200416,682652,30002,0.099852893,28844.143,36916,2155,0.481349118,2202.714,2062.376,90.64,87.142,111.528,6.511,6.655,1,,,,,,,,,184102,4107517,12.409,0.556,161173,0.487,0.178,5.6,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200417,715718,33066,0.110050522,28653.143,39029,2113,0.471967836,2190.714,2162.273,99.896,86.565,117.911,6.384,6.618,1.01,,,,,,,,,198024,4305541,13.008,0.598,164753,0.498,0.172,5.8,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200418,743625,27907,0.092880298,28485.143,41002,1973,0.440696895,2169,2246.583,84.311,86.057,123.872,5.961,6.553,1.02,,,,,,,,,167047,4472588,13.512,0.505,158516,0.479,0.175,5.7,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
