date,total_cases,new_cases,normalized_new_cases,new_cases_smoothed,total_deaths,new_deaths,normalized_new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
20210511,32782712,33644,0.111974226,37993.714,583274,683,0.152557516,616.571,99040.634,101.643,114.784,1762.143,2.063,1.863,0.81,8301,25.078,29481,89.066,,,,,1318959,432749786,1307.391,3.985,1067893,3.226,0.034,29.4,tests performed,263132561,153448316,116576359,1533180,2194787,78.68,45.88,34.86,6563,52.31,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210512,32818551,35839,0.119279643,36726,584132,858,0.191646192,625.857,99148.908,108.274,110.954,1764.735,2.592,1.891,0.81,8117,24.522,29112,87.951,,,,,1328619,434078405,1311.405,4.014,1041041,3.145,0.033,30.3,tests performed,264680844,153986312,117647439,1548283,2159146,79.14,46.04,35.18,6456,52.31,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210513,32856627,38076,0.126724844,35372.286,584946,814,0.181818182,627.714,99263.94,115.032,106.864,1767.194,2.459,1.896,0.81,7919,23.924,28170,85.105,,,,,1181416,435259821,1314.974,3.569,1024220,3.094,0.033,30.3,tests performed,266596486,154624231,118987308,1915642,2088962,79.71,46.23,35.58,6246,52.31,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210514,32898886,42259,0.140646737,34532.571,585605,659,0.147196784,613.857,99391.61,127.67,104.327,1769.185,1.991,1.855,0.82,7630,23.051,27409,82.806,,,,,1071872,436331693,1318.212,3.238,1010698,3.053,0.032,31.2,tests performed,268438666,155251852,120258637,1842180,1951333,80.26,46.42,35.96,5835,52.31,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210515,32927740,28854,0.096032111,33843.714,586092,487,0.1087782,594.143,99478.782,87.172,102.246,1770.657,1.471,1.795,0.81,7411,22.39,26173,79.072,,,,,776972,437108665,1320.559,2.347,1000896,3.024,0.031,32.3,tests performed,270832342,156217367,121768268,2393676,1926448,80.98,46.71,36.41,5760,52.31,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210516,32944627,16887,0.056203447,33194.714,586366,274,0.061201698,598.286,99529.799,51.018,100.285,1771.484,0.828,1.807,0.8,7271,21.967,25640,77.462,,,25859,78.123,448773,437557438,1321.915,1.356,996387,3.01,0.031,32.3,tests performed,272925411,157132234,122999721,2093069,1886917,81.61,46.98,36.78,5642,52.31,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210517,32973249,28622,0.095259966,32025.857,586764,398,0.088898816,596.143,99616.27,86.471,96.754,1772.687,1.202,1.801,0.79,7300,22.054,25556,77.208,,,,,784443,438341881,1324.285,2.37,987293,2.983,0.03,33.3,tests performed,274411901,157827208,123828224,1486490,1830360,82.05,47.19,37.03,5473,52.31,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210518,33001039,27790,0.092490897,31189.571,587533,769,0.171766808,608.429,99700.227,83.957,94.228,1775.01,2.323,1.838,0.78,7162,21.637,25014,75.57,,,,,1197151,439539032,1327.902,3.617,969892,2.93,0.03,33.3,tests performed,275535207,158365411,124455693,1123306,1771807,82.39,47.35,37.21,5298,52.31,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210519,33030332,29293,0.097493194,30254.429,588194,661,0.147643511,580.286,99788.725,88.498,91.402,1777.007,1.997,1.753,0.77,7059,21.326,24921,75.289,,,,,1161302,440700334,1331.41,3.508,945990,2.858,0.029,34.5,tests performed,277290173,159174963,125453423,1754966,1801333,82.91,47.59,37.51,5386,52.31,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210520,33060540,30208,0.100538504,29130.429,588869,675,0.150770605,560.429,99879.987,91.262,88.007,1779.046,2.039,1.693,0.77,6840,20.664,23939,72.323,,,,,992909,441693243,1334.41,3,919060,2.777,0.029,34.5,tests performed,279397250,160177820,126605166,2107077,1828681,83.54,47.89,37.86,5468,52.31,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210521,33088492,27952,0.093030067,27086.571,589481,612,0.136698682,553.714,99964.433,84.446,81.832,1780.895,1.849,1.673,0.77,6658,20.115,23372,70.61,,,,,967105,442660348,1337.332,2.922,904094,2.731,0.028,35.7,tests performed,281595351,161278336,127778250,2198101,1879526,84.2,48.22,38.21,5620,52.31,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210522,33108291,19799,0.065895188,25793,589967,486,0.108554836,553.571,100024.248,59.815,77.924,1782.363,1.468,1.672,0.78,6462,19.523,22612,68.314,,,,,697178,443357526,1339.438,2.106,892694,2.697,0.028,35.7,tests performed,283941223,162470794,129006463,2345872,1872697,84.9,48.58,38.57,5599,52.31,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210523,33121157,12866,0.042820723,25218.571,590158,191,0.042662497,541.714,100063.118,38.87,76.188,1782.94,0.577,1.637,0.79,6402,19.341,22410,67.703,,,22871,69.096,402656,443760182,1340.654,1.216,886106,2.677,0.027,37,tests performed,285720586,163309414,130014175,1779363,1827882,85.43,48.83,38.87,5465,46.76,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210524,33146976,25819,0.085931,24818.143,590595,437,0.097610007,547.286,100141.121,78.002,74.979,1784.261,1.32,1.653,0.79,6417,19.387,22412,67.709,,,,,695364,444455546,1342.755,2.101,873381,2.639,0.027,37,tests performed,286890900,163907827,130615797,1170314,1782714,85.78,49.01,39.05,5330,46.76,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210525,33169715,22739,0.075680119,24096.571,591218,623,0.139155685,526.429,100209.818,68.697,72.799,1786.143,1.882,1.59,0.77,6310,19.063,22071,66.679,,,,,1054345,445509891,1345.941,3.185,852980,2.577,0.027,37,tests performed,287788872,164378258,131078608,897972,1750524,86.05,49.15,39.19,5234,46.76,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210526,33193687,23972,0.0797838,23336.429,592183,965,0.215546125,569.857,100282.24,72.422,70.502,1789.058,2.915,1.722,0.76,6137,18.541,21580,65.196,,,,,1028856,446538747,1349.049,3.108,834059,2.52,0.027,37,tests performed,289212304,165074907,131850089,1423432,1703162,86.48,49.36,39.42,5093,46.76,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210527,33221141,27454,0.091372619,22943,593524,1341,0.299530936,665,100365.182,82.942,69.314,1793.11,4.051,2.009,0.75,5998,18.121,21029,63.531,,,,,909570,447448317,1351.797,2.748,822153,2.484,0.026,38.5,tests performed,290724607,165718717,132769894,1512303,1618194,86.93,49.55,39.7,4838,46.76,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210528,33242999,21858,0.072747968,22072.429,594092,568,0.126870672,658.714,100431.218,66.036,66.684,1794.826,1.716,1.99,0.73,5776,17.45,20368,61.534,,,,,820509,448268826,1354.276,2.479,801211,2.421,0.025,40,tests performed,292099778,166388129,133532544,1375171,1500632,87.34,49.75,39.93,4487,46.76,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210529,33254998,11999,0.039935167,20958.143,594436,344,0.076837168,638.429,100467.468,36.25,63.317,1795.865,1.039,1.929,0.71,5602,16.924,19448,58.755,,,,,552780,448821606,1355.946,1.67,780583,2.358,0.025,40,tests performed,293705050,167157043,134418748,1605272,1394832,87.82,49.98,40.19,4171,46.76,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210530,33261731,6733,0.022408824,20082,594562,126,0.028143846,629.143,100487.81,20.341,60.67,1796.245,0.381,1.901,0.71,5517,16.668,19034,57.504,,,19974,60.344,322025,449143631,1356.919,0.973,769064,2.323,0.024,41.7,tests performed,294928850,167733972,135087319,1223800,1315466,88.19,50.15,40.39,3933,46.76,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210531,33267507,5776,0.019223729,17218.714,594704,142,0.031717668,587,100505.26,17.45,52.02,1796.674,0.429,1.773,0.71,5536,16.725,18642,56.32,,,,,258018,449401649,1357.698,0.78,706586,2.135,0.025,40,tests performed,,,,,1253664,,,,3749,46.76,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210601,33290450,22943,0.076359074,17247.857,595342,638,0.142506143,589.143,100574.573,69.314,52.108,1798.602,1.927,1.78,0.75,5484,16.568,18625,56.268,,,,,528344,449929993,1359.294,1.596,631443,1.908,0.025,40,tests performed,296404240,168489729,135867425,,1230767,88.63,50.38,40.63,3680,46.76,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210602,33307363,16913,0.05628998,16239.429,595890,548,0.122403395,529.571,100625.67,51.096,49.061,1800.258,1.656,1.6,0.77,5311,16.045,18031,54.474,,,,,819385,450749378,1361.77,2.475,601519,1.817,0.024,41.7,tests performed,296912892,168734435,136155250,508652,1100084,88.78,50.45,40.71,3289,46.76,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210603,33326437,19074,0.063482237,15042.286,596491,601,0.13424168,423.857,100683.295,57.625,45.445,1802.073,1.816,1.281,0.78,5166,15.607,17579,53.108,,,,,681628,451431006,1363.829,2.059,568956,1.719,0.025,40,tests performed,297720928,169090262,136644618,808036,999474,89.02,50.56,40.86,2988,46.76,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210604,33343297,16860,0.056113585,14328.286,597001,510,0.113915568,415.571,100734.231,50.936,43.288,1803.614,1.541,1.255,0.79,4992,15.081,17035,51.465,,,,,480061,451911067,1365.279,1.45,520320,1.572,0.026,38.5,tests performed,299120522,169735441,137455367,1399594,1002963,89.44,50.75,41.1,2999,46.76,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210605,33357205,13908,0.046288715,14601,597377,376,0.083984811,420.143,100776.248,42.018,44.111,1804.75,1.136,1.269,0.81,4937,14.915,16856,50.924,,,,,,,,,,,,,,300268730,170272150,138112702,1148208,937669,89.78,50.91,41.3,2804,46.76,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210606,33362600,5395,0.017955682,14409.857,597628,251,0.056064329,438,100792.547,16.299,43.534,1805.508,0.758,1.323,0.82,,,,,,,,,,,,,,,,,,301638578,170833221,138969323,1369848,958533,90.19,51.08,41.55,2866,46.76,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210607,33378096,15496,0.05157391,15798.429,597952,324,0.072369891,464,100839.363,46.815,47.729,1806.487,0.979,1.402,0.84,,,,,,,,,,,,,,,,,,302851917,171310738,139748661,1213339,1026482,90.55,51.22,41.79,3069,46.76,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210608,33393246,15150,0.05042235,14685.143,598332,380,0.084878267,427.143,100885.133,45.77,44.366,1807.635,1.148,1.29,,,,,,,,,,,,,,,,,,,303923667,171731584,140441957,1071750,1074204,90.87,51.35,41.99,3212,,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20210609,33414025,20779,0.069156832,15237.429,598764,432,0.096493187,410.571,100947.909,62.776,46.034,1808.94,1.305,1.24,,,,,,,,,,,,,,,,,,,304753476,172054276,140980110,829809,1120083,91.12,51.45,42.15,3349,,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
